,train,val,test
802,C3L-04027-23,,
803,C3L-04027-22,,
804,C3L-04027-24,,
805,C3L-04027-25,,
806,C3L-04072-21,,
807,C3L-04080-23,,
808,C3L-04080-24,,
809,C3L-04080-21,,
810,C3N-02585-22,,
811,C3N-02585-21,,
812,C3N-02579-22,,
813,C3N-01379-21,,
814,C3N-01379-22,,
815,C3L-00928-21,,
816,C3L-00928-22,,
817,C3L-00928-23,,
818,C3N-02579-21,,
819,C3N-01389-22,,
820,C3N-02573-21,,
821,C3N-02573-22,,
822,C3L-04473-22,,
823,C3L-04475-23,,
824,C3L-04473-21,,
825,C3L-04473-23,,
826,C3L-04475-22,,
827,C3L-04475-21,,
828,C3L-04479-21,,
829,C3L-04479-22,,
830,C3N-00518-21,,
831,C3N-00518-23,,
832,C3N-00518-22,,
833,C3N-00517-21,,
834,C3N-00516-21,,
835,C3N-00514-21,,
836,C3N-00513-24,,
837,C3N-00511-23,,
838,C3L-00881-21,,
839,C3L-04495-28,,
840,C3L-04495-30,,
841,C3L-00819-22,,
842,C3L-00819-21,,
843,C3L-04495-29,,
844,C3N-00303-23,,
845,C3L-04853-22,,
846,C3L-00640-23,,
847,C3L-00640-21,,
848,C3L-00625-23,,
849,C3L-00640-22,,
850,C3N-00436-21,,
851,C3N-00436-22,,
852,C3L-00625-24,,
853,C3L-00622-21,,
854,C3L-00625-25,,
855,C3L-00622-23,,
856,C3L-00622-22,,
857,C3N-02295-24,,
858,C3L-00599-23,,
859,C3N-01900-23,,
860,C3N-01907-21,,
861,C3L-00599-21,,
862,C3L-00599-22,,
863,C3N-03211-22,,
864,C3N-03211-21,,
865,C3L-00598-22,,
866,C3L-00598-21,,
867,C3L-00589-22,,
868,C3L-00589-21,,
869,C3N-02069-22,,
870,C3N-02010-22,,
871,C3L-03743-23,,
872,C3N-02591-21,,
873,C3N-02010-21,,
874,C3N-02590-21,,
875,C3L-00401-24,,
876,C3L-00401-22,,
877,C3L-00401-25,,
878,C3N-03426-21,,
879,C3N-03439-22,,
880,C3N-03428-21,,
881,C3N-03440-21,,
882,C3N-01998-23,,
883,C3N-01998-22,,
884,C3N-01997-23,,
885,C3N-01997-22,,
886,C3N-02697-21,,
887,C3N-02939-22,,
888,C3N-03665-21,,
889,C3N-03670-21,,
890,C3N-03754-21,,
891,C3N-03839-21,,
892,C3N-03840-22,,
893,C3N-03840-21,,
894,C3N-02939-21,,
895,C3N-02997-21,,
896,C3N-03854-21,,
897,C3N-03853-22,,
898,C3L-01702-22,,
899,C3N-03884-22,,
900,C3N-03884-21,,
901,C3L-00277-23,,
902,C3N-01715-21,,
903,C3N-01715-22,,
904,C3N-01716-23,,
905,C3N-04119-22,,
906,C3N-04119-21,,
907,C3N-04126-22,,
908,C3N-04126-21,,
909,C3L-01160-24,,
910,C3L-01160-21,,
911,C3N-00198-23,,
912,C3N-00198-22,,
913,C3L-01158-21,,
914,C3L-01032-21,,
915,C3L-01032-24,,
916,C3N-01719-24,,
917,C3L-00277-21,,
918,C3L-00189-23,,
919,C3L-00189-22,,
920,C3L-00189-21,,
921,C3N-03778-21,,
922,C3L-00885-21,,
923,C3L-00885-22,,
924,C3L-00885-23,,
925,C3L-00017-22,,
926,C3N-04282-21,,
927,C3L-00017-21,,
928,C3L-00017-23,,
929,C3L-00395-22,,
930,C3N-00198-21,,
931,C3L-00395-23,,
932,C3L-00102-22,,
933,C3N-00249-23,,
934,C3N-00249-22,,
935,C3N-00249-21,,
936,C3N-00302-24,,
937,C3N-00302-21,,
938,C3N-00302-23,,
939,C3N-00302-22,,
940,C3N-00303-21,,
941,C3L-03126-23,,
942,C3N-01165-22,,
943,C3N-02729-22,,
944,C3N-02729-21,,
945,C3N-01019-23,,
946,C3L-04365-23,,
947,C3N-01019-22,,
948,C3N-01022-24,,
949,C3N-01022-22,,
950,C3N-01022-23,,
951,C3L-00444-21,,
952,C3L-04365-21,,
953,C3L-00444-22,,
954,C3L-04365-24,,
955,C3L-04365-22,,
956,C3L-04365-25,,
957,C3L-00446-21,,
958,C3L-00446-22,,
959,C3L-00446-23,,
960,C3N-02588-22,,
961,C3N-02588-21,,
962,C3N-02587-21,,
963,C3N-02586-22,,
964,C3N-02586-21,,
965,C3N-02587-22,,
966,C3N-00294-24,,
967,C3N-00294-23,,
968,C3N-00294-21,,
969,C3N-02582-21,,
970,C3N-00294-22,,
971,C3N-00293-23,,
972,C3N-00293-22,,
973,C3N-00293-21,,
974,C3N-00293-24,,
975,C3N-02572-21,,
976,C3N-01408-24,,
977,C3N-01408-22,,
978,C3N-01408-21,,
979,C3N-01408-23,,
980,C3N-01409-22,,
981,C3N-01409-24,,
982,C3N-01409-21,,
983,C3N-01409-23,,
984,C3N-01417-24,,
985,C3N-01417-22,,
986,C3N-01417-23,,
987,C3N-01419-24,,
988,C3N-00223-23,,
989,C3N-00223-22,,
990,C3N-00223-21,,
991,C3N-00223-24,,
992,C3N-01419-23,,
993,C3N-02529-21,,
994,C3N-01419-21,,
995,C3N-01419-22,,
996,C3N-02433-22,,
997,C3N-02433-21,,
998,C3N-02424-22,,
999,C3N-02424-21,,
1000,C3N-00217-24,,
1001,C3N-02423-21,,
1002,C3N-00217-23,,
1003,C3N-00217-22,,
1004,C3N-00217-21,,
1005,C3N-02423-22,,
1006,C3N-02422-22,,
1007,C3N-02422-21,,
1008,C3N-02421-22,,
1009,C3N-02421-21,,
1010,C3N-02380-22,,
1011,C3N-02379-21,,
1012,C3L-02129-23,,
1013,C3L-02129-21,,
1014,C3L-02129-24,,
1015,C3N-00203-23,,
1016,C3N-00203-24,,
1017,C3N-00203-22,,
1018,C3N-00203-21,,
1019,C3L-04757-21,,
1020,C3N-00199-21,,
1021,C3L-04757-22,,
1022,C3N-00199-23,,
1023,C3L-04757-23,,
1024,C3L-04757-24,,
1025,C3L-04759-25,,
1026,C3L-04759-21,,
1027,C3L-04759-22,,
1028,C3L-02165-22,,
1029,C3N-00180-22,,
1030,C3N-00180-21,,
1031,C3L-02165-21,,
1032,C3N-00180-24,,
1033,C3L-02165-23,,
1034,C3L-02169-22,,
1035,C3L-02169-21,,
1036,C3N-00175-22,,
1037,C3N-00175-21,,
1038,C3N-00175-24,,
1039,C3N-00175-23,,
1040,C3N-00169-23,,
1041,C3N-00169-24,,
1042,C3N-00169-22,,
1043,C3L-02169-23,,
1044,C3L-02169-24,,
1045,C3L-04759-23,,
1046,C3N-00167-22,,
1047,C3N-00167-21,,
1048,C3L-04759-24,,
1049,C3N-00167-24,,
1050,C3N-02251-27,,
1051,C3N-02251-26,,
1052,C3N-02158-22,,
1053,C3N-02088-24,,
1054,C3N-02088-23,,
1055,C3N-02088-22,,
1056,C3N-02088-21,,
1057,C3N-02090-23,,
1058,C3N-02090-22,,
1059,C3N-02090-21,,
1060,C3N-02141-24,,
1061,C3N-02141-21,,
1062,C3N-02141-22,,
1063,C3N-02141-23,,
1064,C3N-02142-24,,
1065,C3N-02142-21,,
1066,C3N-02142-22,,
1067,C3L-04040-23,,
1068,C3N-02143-21,,
1069,C3N-02143-22,,
1070,C3L-04040-22,,
1071,C3N-02143-23,,
1072,C3L-04040-21,,
1073,C3N-02143-24,,
1074,C3L-04040-24,,
1075,C3N-02144-24,,
1076,C3N-02144-21,,
1077,C3N-02144-22,,
1078,C3L-04040-25,,
1079,C3N-02146-24,,
1080,C3N-02144-23,,
1081,C3N-02146-22,,
1082,C3N-02146-23,,
1083,C3L-04037-22,,
1084,C3L-04037-24,,
1085,C3L-04037-25,,
1086,C3L-04037-23,,
1087,C3N-00433-25,,
1088,C3L-04037-21,,
1089,C3N-02150-24,,
1090,C3L-04033-22,,
1091,C3N-02150-23,,
1092,C3N-02150-21,,
1093,C3N-02150-22,,
1094,C3N-02152-24,,
1095,C3N-00433-24,,
1096,C3N-02152-22,,
1097,C3N-00433-21,,
1098,C3N-02152-23,,
1099,C3N-02153-21,,
1100,C3N-02153-22,,
1101,C3N-02152-21,,
1102,C3N-02153-23,,
1103,C3N-00433-22,,
1104,C3N-00433-23,,
1105,C3L-04033-23,,
1106,C3L-04033-21,,
1107,C3L-04031-24,,
1108,C3N-02192-24,,
1109,C3L-04033-24,,
1110,C3L-04033-25,,
1111,C3N-02192-21,,
1112,C3N-02192-22,,
1113,C3N-02193-25,,
1114,C3L-04031-21,,
1115,C3L-04031-22,,
1116,C3L-04031-23,,
1117,C3N-02193-23,,
1118,C3N-02193-22,,
1119,C3N-02193-24,,
1120,C3N-02193-21,,
1121,C3N-02230-24,,
1122,C3N-02230-21,,
1123,C3N-02230-22,,
1124,C3N-02230-23,,
1125,C3N-02234-24,,
1126,C3N-02234-21,,
1127,C3N-02234-22,,
1128,C3N-02237-24,,
1129,C3N-02237-21,,
1130,C3N-02237-22,,
1131,C3N-02237-23,,
1132,C3N-02240-24,,
1133,C3N-02240-22,,
1134,C3N-02240-23,,
1135,C3N-02242-24,,
1136,C3N-02240-21,,
1137,C3L-04031-25,,
1138,C3N-02242-22,,
1139,C3N-02242-21,,
1140,C3N-02242-23,,
1141,C3N-02158-23,,
1142,C3N-02158-21,,
1143,C3L-03984-23,,
1144,C3N-02155-24,,
1145,C3N-02155-23,,
1146,C3N-02149-23,,
1147,C3N-02155-22,,
1148,C3N-02149-21,,
1149,C3N-02149-22,,
1150,C3N-02149-24,,
1151,C3N-02145-23,,
1152,C3N-02145-22,,
1153,C3N-02145-21,,
1154,C3N-02282-25,,
1155,C3N-02281-23,,
1156,C3L-03985-25,,
1157,C3L-03985-23,,
1158,C3L-03985-24,,
1159,C3N-02290-22,,
1160,C3L-03985-21,,
1161,C3N-02281-22,,
1162,C3N-02145-24,,
1163,C3N-02089-22,,
1164,C3N-02089-21,,
1165,C3N-02089-24,,
1166,C3N-02087-23,,
1167,C3N-02087-22,,
1168,C3N-02087-21,,
1169,C3N-02087-24,,
1170,C3N-02067-21,,
1171,C3N-02067-22,,
1172,C3N-02451-23,,
1173,C3N-02451-21,,
1174,C3N-02002-22,,
1175,C3N-02000-23,,
1176,C3N-02003-22,,
1177,C3N-02002-23,,
1178,C3N-02000-21,,
1179,C3N-02672-21,,
1180,C3N-02715-22,,
1181,C3N-02718-22,,
1182,C3N-02718-23,,
1183,C3N-02715-23,,
1184,C3N-02721-23,,
1185,C3N-02721-21,,
1186,C3N-02715-21,,
1187,C3N-02721-22,,
1188,C3N-02718-21,,
1189,C3N-02728-22,,
1190,C3N-02728-23,,
1191,C3N-02757-21,,
1192,C3N-02728-21,,
1193,C3N-02758-21,,
1194,C3N-02758-22,,
1195,C3N-02757-22,,
1196,C3L-02513-23,,
1197,C3N-02828-24,,
1198,C3N-02764-22,,
1199,C3N-02828-22,,
1200,C3N-02828-23,,
1201,C3L-03985-22,,
1202,C3N-02916-24,,
1203,C3L-03984-24,,
1204,C3L-03984-25,,
1205,C3L-03984-22,,
1206,C3N-02916-21,,
1207,C3N-02916-22,,
1208,C3N-02916-23,,
1209,C3N-02919-24,,
1210,C3N-02919-22,,
1211,C3N-02920-24,,
1212,C3N-02919-23,,
1213,C3N-00545-22,,
1214,C3N-00545-24,,
1215,C3N-00546-22,,
1216,C3N-02920-22,,
1217,C3N-02920-21,,
1218,C3N-02920-23,,
1219,C3N-02922-24,,
1220,C3N-02923-24,,
1221,C3N-00546-21,,
1222,C3N-02922-22,,
1223,C3N-02922-23,,
1224,C3N-02923-23,,
1225,C3N-02926-22,,
1226,C3N-02928-21,,
1227,C3N-02923-21,,
1228,C3N-02926-21,,
1229,C3N-02928-22,,
1230,C3N-02929-21,,
1231,C3N-02929-22,,
1232,C3L-02513-21,,
1233,C3L-02513-22,,
1234,C3L-02515-21,,
1235,C3N-00547-24,,
1236,C3N-02948-21,,
1237,C3N-02948-23,,
1238,C3N-02948-22,,
1239,C3N-00547-23,,
1240,C3N-00547-22,,
1241,C3N-00549-24,,
1242,C3N-00549-22,,
1243,C3N-00549-23,,
1244,C3N-02950-21,,
1245,C3N-02950-22,,
1246,C3N-02973-21,,
1247,C3N-00549-21,,
1248,C3N-00550-24,,
1249,C3N-00550-22,,
1250,C3N-00550-21,,
1251,C3N-02973-22,,
1252,C3N-00550-23,,
1253,C3L-02515-23,,
1254,C3N-00551-24,,
1255,C3N-00551-21,,
1256,C3N-00551-22,,
1257,C3N-00551-23,,
1258,C3N-03038-22,,
1259,C3N-03038-21,,
1260,C3N-03052-21,,
1261,C3N-03052-22,,
1262,C3N-03054-21,,
1263,C3N-03054-22,,
1264,C3N-03063-22,,
1265,C3N-03063-21,,
1266,C3N-03073-22,,
1267,C3N-03057-21,,
1268,C3N-03057-22,,
1269,C3N-03073-21,,
1270,C3N-03074-21,,
1271,C3N-03080-21,,
1272,C3N-03080-22,,
1273,C3N-03074-22,,
1274,C3N-03205-22,,
1275,C3N-03202-22,,
1276,C3N-03205-21,,
1277,C3N-03210-22,,
1278,C3N-03210-21,,
1279,C3N-03212-22,,
1280,C3N-03212-21,,
1281,C3N-03222-23,,
1282,C3N-03222-21,,
1283,C3N-03225-21,,
1284,C3N-03225-23,,
1285,C3N-03225-22,,
1286,C3N-03233-23,,
1287,C3N-03233-22,,
1288,C3N-03233-21,,
1289,C3N-03238-21,,
1290,C3N-03238-22,,
1291,C3N-03238-23,,
1292,C3N-03420-21,,
1293,C3N-01842-23,,
1294,C3N-03420-22,,
1295,C3N-03765-27,,
1296,C3N-01842-22,,
1297,C3N-00552-23,,
1298,C3N-00552-24,,
1299,C3N-00552-22,,
1300,C3N-03890-23,,
1301,C3N-00552-21,,
1302,C3N-03911-23,,
1303,C3N-03911-21,,
1304,C3N-03890-21,,
1305,C3N-03911-22,,
1306,C3N-03921-23,,
1307,C3N-03921-22,,
1308,C3N-03921-21,,
1309,C3N-03929-23,,
1310,C3N-03929-22,,
1311,C3N-03929-21,,
1312,C3N-04157-23,,
1313,C3N-04157-22,,
1314,C3N-00556-21,,
1315,C3N-04168-23,,
1316,C3N-00556-22,,
1317,C3N-04168-22,,
1318,C3N-00556-24,,
1319,C3N-00559-23,,
1320,C3N-00559-21,,
1321,C3N-00559-24,,
1322,C3N-00559-22,,
1323,C3N-00560-22,,
1324,C3N-00560-21,,
1325,C3N-00560-24,,
1326,C3N-00572-23,,
1327,C3N-00572-22,,
1328,C3N-00572-21,,
1329,C3N-00572-24,,
1330,C3L-03984-21,,
1331,C3N-04168-21,,
1332,C3N-00574-22,,
1333,C3N-00574-23,,
1334,C3N-00574-21,,
1335,C3N-04180-21,,
1336,C3N-04382-22,,
1337,C3N-04382-21,,
1338,C3N-04173-21,,
1339,C3N-01823-21,,
1340,C3L-00009-21,,
1341,C3N-00574-24,,
1342,C3N-01823-22,,
1343,C3L-00080-21,,
1344,C3L-00093-21,,
1345,C3L-00094-21,,
1346,C3L-00095-23,,
1347,C3L-03976-23,,
1348,C3L-00095-22,,
1349,C3L-00095-21,,
1350,C3L-03976-25,,
1351,C3L-03976-22,,
1352,C3L-02560-22,,
1353,C3N-00578-21,,
1354,C3N-00578-22,,
1355,C3N-00578-23,,
1356,C3N-00578-24,,
1357,C3L-02560-21,,
1358,C3L-02601-21,,
1359,C3N-00579-23,,
1360,C3L-00140-21,,
1361,C3L-00140-22,,
1362,C3L-00144-21,,
1363,C3L-02616-23,,
1364,C3L-02616-24,,
1365,C3L-00263-24,,
1366,C3L-00263-23,,
1367,C3L-00263-22,,
1368,C3N-00579-24,,
1369,C3N-00579-21,,
1370,C3L-02616-22,,
1371,C3N-00580-22,,
1372,C3L-02616-21,,
1373,C3N-00580-21,,
1374,C3L-00279-23,,
1375,C3L-00279-22,,
1376,C3L-00279-21,,
1377,C3L-03271-22,,
1378,C3L-03271-23,,
1379,C3L-02616-25,,
1380,C3L-03271-21,,
1381,C3L-00368-21,,
1382,C3N-00580-24,,
1383,C3L-03976-24,,
1384,C3N-00580-23,,
1385,C3L-03969-23,,
1386,C3L-00368-22,,
1387,C3L-00412-21,,
1388,C3L-02643-22,,
1389,C3L-02643-24,,
1390,C3L-02643-21,,
1391,C3L-02643-23,,
1392,C3L-00422-21,,
1393,C3L-00422-22,,
1394,C3L-02654-22,,
1395,C3L-02654-25,,
1396,C3L-00510-22,,
1397,C3L-00510-23,,
1398,C3L-02654-24,,
1399,C3L-00510-21,,
1400,C3L-02654-23,,
1401,C3L-02654-21,,
1402,C3L-02661-21,,
1403,C3L-02661-22,,
1404,C3L-02661-25,,
1405,C3L-02661-23,,
1406,C3L-00604-22,,
1407,C3L-00604-21,,
1408,C3L-00604-23,,
1409,C3N-00704-22,,
1410,C3N-00704-21,,
1411,C3L-03969-24,,
1412,C3L-03969-21,,
1413,C3L-03969-22,,
1414,C3N-00737-23,,
1415,C3N-01416-23,,
1416,C3N-01489-23,,
1417,C3N-01488-22,,
1418,C3N-01489-22,,
1419,C3N-01489-21,,
1420,C3N-01489-24,,
1421,C3N-01416-22,,
1422,C3N-01488-23,,
1423,C3N-01488-24,,
1424,C3N-01416-24,,
1425,C3N-01488-21,,
1426,C3N-01416-21,,
1427,C3L-02834-23,,
1428,C3L-02834-22,,
1429,C3N-00737-21,,
1430,C3N-00737-22,,
1431,C3N-00738-22,,
1432,C3N-00738-21,,
1433,C3N-01415-23,,
1434,C3N-01415-21,,
1435,C3N-01415-22,,
1436,C3N-01414-23,,
1437,C3L-00893-22,,
1438,C3L-00893-21,,
1439,C3L-00893-23,,
1440,C3L-02834-21,,
1441,C3N-01414-22,,
1442,C3N-01414-21,,
1443,C3N-01414-24,,
1444,C3L-00913-22,,
1445,C3L-00913-21,,
1446,C3L-00913-23,,
1447,C3N-01413-22,,
1448,C3N-01413-23,,
1449,C3N-01413-24,,
1450,C3N-01410-23,,
1451,C3N-01410-22,,
1452,C3N-01410-21,,
1453,C3N-01410-24,,
1454,C3N-01405-23,,
1455,C3N-01405-22,,
1456,C3N-01405-24,,
1457,C3L-00973-22,,
1458,C3L-00973-25,,
1459,C3L-00973-21,,
1460,C3L-00973-24,,
1461,C3L-00973-23,,
1462,C3L-02957-21,,
1463,C3L-02957-23,,
1464,C3L-02957-22,,
1465,C3L-02967-21,,
1466,C3L-02958-21,,
1467,C3L-02961-21,,
1468,C3L-03268-23,,
1469,C3L-03268-22,,
1470,C3L-03268-21,,
1471,C3N-01074-22,,
1472,C3N-01074-21,,
1473,C3N-01074-23,,
1474,C3L-01330-21,,
1475,C3L-01330-23,,
1476,C3L-01330-22,,
1477,C3L-03462-24,,
1478,C3N-01072-21,,
1479,C3N-01072-24,,
1480,C3N-01072-22,,
1481,C3L-03462-23,,
1482,C3L-03463-27,,
1483,C3N-01071-22,,
1484,C3N-01071-23,,
1485,C3N-01071-24,,
1486,C3N-01030-24,,
1487,C3N-01071-21,,
1488,C3N-01030-21,,
1489,C3L-01632-21,,
1490,C3L-01632-22,,
1491,C3N-01030-23,,
1492,C3L-01682-21,,
1493,C3L-01683-26,,
1494,C3L-01683-27,,
1495,C3N-01024-21,,
1496,C3N-01024-23,,
1497,C3N-01024-22,,
1498,C3N-01023-23,,
1499,C3N-01023-24,,
1500,C3N-01023-21,,
1501,C3L-01862-21,,
1502,C3L-01862-22,,
1503,C3L-03679-22,,
1504,C3L-01862-23,,
1505,C3L-03642-21,,
1506,C3L-03721-21,,
1507,C3L-03717-21,,
1508,C3L-01889-21,,
1509,C3L-01890-22,,
1510,C3N-01021-22,,
1511,C3N-01023-22,,
1512,C3L-03969-25,,
1513,C3L-01924-21,,
1514,C3L-01924-22,,
1515,C3L-02549-21,,
1516,C3L-01924-23,,
1517,C3L-02549-22,,
1518,C3L-01924-25,,
1519,C3N-01021-24,,
1520,C3N-01021-23,,
1521,C3N-01021-21,,
1522,C3N-01016-22,,
1523,C3N-01016-21,,
1524,C3L-02508-23,,
1525,C3N-01016-24,,
1526,C3N-00959-21,,
1527,C3N-00959-22,,
1528,C3L-03726-21,,
1529,C3L-02365-21,,
1530,C3L-02365-24,,
1531,C3L-03726-23,,
1532,C3L-02365-25,,
1533,C3L-02219-22,,
1534,C3L-02345-23,,
1535,C3L-02350-22,,
1536,C3L-02345-22,,
1537,C3L-02348-21,,
1538,C3L-02348-22,,
1539,C3L-02345-21,,
1540,C3L-02219-21,,
1541,C3L-02349-21,,
1542,C3L-04361-25,,
1543,C3L-04361-21,,
1544,C3N-00247-21,,
1545,C3L-02170-22,,
1546,C3L-02170-23,,
1547,C3L-02168-23,,
1548,C3L-02168-21,,
1549,C3L-02168-24,,
1550,C3L-02168-22,,
1551,C3L-02164-22,,
1552,C3L-02164-21,,
1553,C3L-02163-22,,
1554,C3L-02163-21,,
1555,C3L-02163-23,,
1556,C3L-02130-23,,
1557,C3L-02130-22,,
1558,C3L-02130-21,,
1559,C3L-02130-24,,
1560,C3L-02127-22,,
1561,C3L-02127-23,,
1562,C3L-02127-24,,
1563,C3L-02358-23,,
1564,C3L-02358-21,,
1565,C3L-02358-22,,
1566,C3L-04361-23,,
1567,C3N-00247-23,,
1568,C3L-04336-21,,
1569,C3N-00221-26,,
1570,C3N-00221-24,,
1571,C3N-02523-22,,
1572,C3N-00221-25,,
1573,C3L-04361-24,,
1574,C3N-01017-24,,
1575,C3L-04361-22,,
1576,C3N-01017-21,,
1577,C3N-01017-22,,
1578,C3N-01017-23,,
1579,C3N-01020-21,,
1580,C3N-01020-24,,
1581,C3L-04889-21,,
1582,C3N-01020-22,,
1583,C3N-01020-23,,
1584,C3N-02523-21,,
1585,C3L-02546-23,,
1586,C3L-02546-21,,
1587,C3N-02494-21,,
1588,C3N-02435-21,,
1589,C3L-04912-21,,
1590,C3N-02435-22,,
1591,C3L-04912-25,,
1592,C3L-04378-23,,
1593,C3L-01884-23,,
1594,C3N-02434-23,,
1595,C3N-00221-27,,
1596,C3L-04912-24,,
1597,C3L-05420-25,,
1598,C3L-05417-23,,
1599,C3N-02426-21,,
1600,C3N-02425-22,,
1601,C3L-01838-23,,
1602,C3L-04889-22,,
1603,C3N-03051-22,,
1604,C3N-03051-21,,
1605,C3N-03662-21,,
1606,C3N-02426-22,,
1607,C3L-02619-25,,
1608,C3L-02619-23,,
1609,C3N-03072-22,,
1610,C3N-02575-22,,
1611,C3L-02619-21,,
1612,C3N-01025-21,,
1613,C3N-01025-23,,
1614,C3N-01025-22,,
1615,C3N-01028-23,,
1616,C3L-02619-22,,
1617,C3L-02619-24,,
1618,C3N-02425-21,,
1619,C3N-03662-23,,
1620,C3L-05417-24,,
1621,C3L-05417-22,,
1622,C3L-05417-21,,
1623,C3N-01028-21,,
1624,C3N-01028-22,,
1625,C3N-01028-24,,
1626,C3L-04912-23,,
1627,C3L-04916-23,,
1628,C3L-04916-24,,
1629,C3L-04916-22,,
1630,C3L-04916-25,,
1631,C3N-04127-21,,
1632,C3N-00211-21,,
1633,C3N-00211-22,,
1634,C3L-04888-24,,
1635,C3N-02575-21,,
1636,C3N-00211-23,,
1637,C3L-02625-23,,
1638,C3L-04921-25,,
1639,C3L-02625-21,,
1640,C3L-02625-24,,
1641,C3L-02625-25,,
1642,C3N-03072-21,,
1643,C3N-03076-21,,
1644,C3L-02627-21,,
1645,C3L-02627-25,,
1646,C3L-02627-23,,
1647,C3L-01455-21,,
1648,C3L-01455-22,,
1649,C3L-02627-22,,
1650,C3L-02629-21,,
1651,C3L-02629-22,,
1652,C3L-05411-21,,
1653,C3L-02629-23,,
1654,C3N-00211-24,,
1655,C3L-02629-25,,
1656,C3L-02629-24,,
1657,C3N-01768-26,,
1658,C3N-03662-22,,
1659,C3N-03076-22,,
1660,C3L-05417-25,,
1661,C3N-03092-22,,
1662,C3L-05411-23,,
1663,C3N-02374-21,,
1664,C3N-05630-22,,
1665,C3N-02375-22,,
1666,C3N-02375-21,,
1667,C3N-03092-23,,
1668,C3N-03093-22,,
1669,C3N-03092-21,,
1670,C3N-03092-24,,
1671,C3L-02646-25,,
1672,C3L-02646-22,,
1673,C3L-01285-21,,
1674,C3L-02646-21,,
1675,C3L-01285-22,,
1676,C3L-01285-23,,
1677,C3L-02646-24,,
1678,C3N-03093-23,,
1679,C3N-03093-24,,
1680,C3L-02646-23,,
1681,C3N-03093-21,,
1682,C3N-01194-24,,
1683,C3L-04888-23,,
1684,C3L-04888-25,,
1685,C3L-04888-22,,
1686,C3L-04749-24,,
1687,C3L-04887-22,,
1688,C3L-04746-21,,
1689,C3N-02374-22,,
1690,C3L-04746-23,,
1691,C3N-03882-21,,
1692,C3N-02339-21,,
1693,C3L-04746-22,,
1694,C3L-05693-21,,
1695,C3L-04746-24,,
1696,C3L-04749-21,,
1697,C3N-02339-23,,
1698,C3L-04379-21,,
1699,C3N-02339-22,,
1700,C3L-04749-23,,
1701,C3L-04336-23,,
1702,C3L-04336-22,,
1703,C3L-04749-22,,
1704,C3L-04916-21,,
1705,C3L-04336-24,,
1706,C3L-04921-22,,
1707,C3L-04336-25,,
1708,C3L-05411-22,,
1709,C3N-02300-22,,
1710,C3N-02285-23,,
1711,C3N-02289-26,,
1712,C3N-02288-23,,
1713,C3N-02285-24,,
1714,C3L-02648-25,,
1715,C3N-02284-22,,
1716,C3L-05428-25,,
1717,C3N-02283-21,,
1718,C3N-03848-21,,
1719,C3N-03851-24,,
1720,C3L-05411-24,,
1721,C3L-00503-22,,
1722,C3L-00503-21,,
1723,C3L-04921-21,,
1724,C3L-05428-24,,
1725,C3L-05428-23,,
1726,C3N-04162-21,,
1727,C3N-03851-21,,
1728,C3N-03875-22,,
1729,C3L-04921-24,,
1730,C3L-01000-24,,
1731,C3L-04216-23,,
1732,C3N-04124-21,,
1733,C3L-01000-25,,
1734,C3N-04124-22,,
1735,C3N-04127-22,,
1736,C3L-04216-22,,
1737,C3L-04216-25,,
1738,C3L-00503-23,,
1739,C3L-04216-21,,
1740,C3L-04379-25,,
1741,C3L-04379-24,,
1742,C3N-02252-29,,
1743,C3L-04216-24,,
1744,C3L-00993-24,,
1745,C3L-04379-22,,
1746,C3L-00993-23,,
1747,C3L-00993-21,,
1748,C3N-03886-21,,
1749,C3L-04883-22,,
1750,C3L-04887-21,,
1751,C3L-04887-24,,
1752,C3L-06169-25,,
1753,C3L-06169-24,,
1754,C3L-06169-23,,
1755,C3L-06169-22,,
1756,C3N-03886-22,,
1757,C3L-02648-22,,
1758,C3L-02648-21,,
1759,C3L-02648-24,,
1760,C3L-04887-25,,
1761,C3L-02649-25,,
1762,C3L-02649-22,,
1763,C3L-04883-23,,
1764,C3L-04883-25,,
1765,C3L-04883-21,,
1766,C3L-00965-23,,
1767,C3L-00965-22,,
1768,C3L-04883-24,,
1769,C3L-00965-21,,
1770,C3L-00965-24,,
1771,C3L-02649-24,,
1772,C3L-02649-21,,
1773,C3L-02649-23,,
1774,C3L-02650-23,,
1775,C3L-02650-26,,
1776,C3L-02650-22,,
1777,C3N-01411-23,,
1778,C3N-01411-21,,
1779,C3N-01411-22,,
1780,C3L-02650-25,,
1781,C3L-02650-24,,
1782,C3L-00927-21,,
1783,C3L-00927-22,,
1784,C3L-00927-23,,
1785,C3N-03886-23,,
1786,C3L-06169-21,,
1787,C3L-02660-23,,
1788,C3L-02660-25,,
1789,C3L-02660-24,,
1790,C3N-03875-21,,
1791,C3L-04786-25,,
1792,C3L-05428-21,,
1793,C3L-02660-21,,
1794,C3L-00904-21,,
1795,C3L-00904-22,,
1796,C3L-02665-22,,
1797,C3L-02660-22,,
1798,C3L-02665-23,,
1799,C3L-02665-25,,
1800,C3L-02669-23,,
1801,C3L-02669-24,,
1802,C3L-02669-25,,
1803,C3L-02669-22,,
1804,C3L-02669-21,,
1805,C3L-05411-25,,
1806,C3N-03877-22,,
1807,C3L-05399-23,,
1808,C3L-05399-24,,
1809,C3N-03877-21,,
1810,C3N-02675-24,,
1811,C3L-05399-21,,
1812,C3L-04079-22,,
1813,C3N-03204-22,,
1814,C3N-03204-21,,
