,train,val,test
C3L-00568-22,True,False,False
C3L-00568-21,True,False,False
C3L-04872-25,True,False,False
C3L-02951-23,True,False,False
C3L-05395-25,True,False,False
C3L-05394-25,True,False,False
C3L-02963-23,True,False,False
C3L-02951-22,True,False,False
C3L-02963-21,True,False,False
C3L-02963-22,True,False,False
C3L-04871-23,True,False,False
C3L-02964-21,True,False,False
C3L-04367-25,True,False,False
C3L-04367-24,True,False,False
C3L-02964-22,True,False,False
C3L-00445-25,True,False,False
C3L-00445-21,True,False,False
C3L-02968-22,True,False,False
C3L-02969-22,True,False,False
C3L-02969-21,True,False,False
C3N-01018-21,True,False,False
C3L-05393-22,True,False,False
C3N-01018-23,True,False,False
C3L-05393-24,True,False,False
C3L-00415-21,True,False,False
C3L-00415-23,True,False,False
C3L-04871-21,True,False,False
C3L-04871-22,True,False,False
C3L-04786-21,True,False,False
C3L-05393-21,True,False,False
C3L-05393-25,True,False,False
C3L-05392-21,True,False,False
C3L-02624-21,True,False,False
C3L-05392-23,True,False,False
C3L-05392-24,True,False,False
C3L-04378-22,True,False,False
C3L-05369-21,True,False,False
C3L-05392-25,True,False,False
C3L-02624-22,True,False,False
C3L-02624-24,True,False,False
C3L-02618-21,True,False,False
C3L-02618-25,True,False,False
C3L-05369-23,True,False,False
C3L-02618-24,True,False,False
C3L-02618-23,True,False,False
C3L-02618-22,True,False,False
C3L-03272-23,True,False,False
C3L-03272-21,True,False,False
C3L-04921-23,True,False,False
C3L-04922-25,True,False,False
C3L-04922-22,True,False,False
C3L-04378-25,True,False,False
C3L-04922-21,True,False,False
C3L-04922-23,True,False,False
C3L-05369-25,True,False,False
C3L-05369-24,True,False,False
C3L-05020-25,True,False,False
C3L-05020-21,True,False,False
C3L-04871-24,True,False,False
C3L-04868-24,True,False,False
C3L-04378-24,True,False,False
C3L-03987-23,True,False,False
C3L-04786-23,True,False,False
C3L-04792-24,True,False,False
C3N-01018-22,True,False,False
C3L-05020-22,True,False,False
C3L-04863-22,True,False,False
C3L-04863-23,True,False,False
C3L-05022-24,True,False,False
C3L-05022-21,True,False,False
C3L-05022-22,True,False,False
C3L-05022-23,True,False,False
C3L-04792-25,True,False,False
C3L-04863-25,True,False,False
C3L-04863-24,True,False,False
C3L-04871-25,True,False,False
C3L-04792-22,True,False,False
C3L-04858-22,True,False,False
C3L-04858-25,True,False,False
C3L-04858-21,True,False,False
C3L-04858-23,True,False,False
C3N-04155-21,True,False,False
C3L-03987-22,True,False,False
C3L-04868-21,True,False,False
C3L-03987-21,True,False,False
C3L-04858-24,True,False,False
C3L-03987-25,True,False,False
C3L-03987-24,True,False,False
C3L-04868-23,True,False,False
C3L-04868-22,True,False,False
C3L-04402-21,True,False,False
C3N-03486-23,True,False,False
C3N-03486-22,True,False,False
C3N-03486-21,True,False,False
C3L-04792-21,True,False,False
C3L-00081-21,True,False,False
C3L-04402-23,True,False,False
C3L-04404-21,True,False,False
C3L-04804-24,True,False,False
C3L-04379-23,True,False,False
C3N-00229-30,True,False,False
C3N-00309-22,True,False,False
C3L-04866-23,True,False,False
C3L-04866-21,True,False,False
C3L-04804-21,True,False,False
C3L-04866-25,True,False,False
C3L-04804-23,True,False,False
C3L-04804-22,True,False,False
C3L-04808-23,True,False,False
C3L-04866-24,True,False,False
C3L-04866-22,True,False,False
C3L-04861-25,True,False,False
C3L-04856-22,True,False,False
C3N-00309-24,True,False,False
C3N-00229-29,True,False,False
C3N-05929-23,True,False,False
C3N-05923-21,True,False,False
C3N-05915-21,True,False,False
C3N-01893-23,True,False,False
C3L-04781-25,True,False,False
C3N-05629-21,True,False,False
C3N-05100-27,True,False,False
C3N-05080-27,True,False,False
C3N-05080-25,True,False,False
C3N-05079-21,True,False,False
C3N-05078-21,True,False,False
C3N-04713-26,True,False,False
C3N-04701-24,True,False,False
C3N-02725-22,True,False,False
C3N-02725-23,True,False,False
C3N-04673-24,True,False,False
C3L-05225-25,True,False,False
C3L-05225-24,True,False,False
C3N-04609-21,True,False,False
C3N-04609-22,True,False,False
C3N-04609-23,True,False,False
C3N-04457-21,True,False,False
C3N-04457-23,True,False,False
C3N-04457-22,True,False,False
C3L-04781-23,True,False,False
C3L-05221-23,True,False,False
C3L-04781-22,True,False,False
C3L-04781-21,True,False,False
C3N-02725-21,True,False,False
C3L-04854-23,True,False,False
C3N-03441-21,True,False,False
C3L-03982-21,True,False,False
C3L-03982-22,True,False,False
C3L-03982-25,True,False,False
C3N-04169-22,True,False,False
C3L-03678-21,True,False,False
C3L-03678-23,True,False,False
C3N-04167-22,True,False,False
C3N-04167-21,True,False,False
C3L-05221-24,True,False,False
C3N-04167-23,True,False,False
C3L-05221-21,True,False,False
C3L-05212-23,True,False,False
C3L-05221-22,True,False,False
C3N-03425-25,True,False,False
C3L-05221-25,True,False,False
C3L-05212-22,True,False,False
C3L-04854-21,True,False,False
C3L-04367-23,True,False,False
C3L-04854-24,True,False,False
C3L-05427-23,True,False,False
C3L-05427-24,True,False,False
C3L-05427-21,True,False,False
C3N-00839-21,True,False,False
C3N-00839-22,True,False,False
C3N-00839-23,True,False,False
C3L-05427-22,True,False,False
C3L-05427-25,True,False,False
C3L-05212-21,True,False,False
C3L-05423-24,True,False,False
C3L-05422-22,True,False,False
C3L-05212-25,True,False,False
C3L-05212-24,True,False,False
C3N-00555-21,True,False,False
C3N-03923-22,True,False,False
C3N-03923-23,True,False,False
C3N-00555-24,True,False,False
C3N-03923-21,True,False,False
C3N-00555-23,True,False,False
C3L-05176-23,True,False,False
C3N-03424-23,True,False,False
C3L-05176-22,True,False,False
C3L-05172-21,True,False,False
C3L-05423-23,True,False,False
C3L-05423-22,True,False,False
C3L-05423-21,True,False,False
C3L-05422-23,True,False,False
C3L-05423-25,True,False,False
C3L-05422-21,True,False,False
C3L-05422-24,True,False,False
C3N-04162-23,True,False,False
C3N-04162-22,True,False,False
C3N-04179-26,True,False,False
C3L-03961-23,True,False,False
C3N-03762-21,True,False,False
C3L-03961-25,True,False,False
C3L-03961-24,True,False,False
C3N-04170-21,True,False,False
C3L-05422-25,True,False,False
C3L-05420-24,True,False,False
C3L-05420-22,True,False,False
C3L-05420-21,True,False,False
C3L-05172-24,True,False,False
C3L-05176-25,True,False,False
C3L-03961-22,True,False,False
C3L-05176-24,True,False,False
C3N-00497-21,True,False,False
C3L-03961-21,True,False,False
C3L-03962-24,True,False,False
C3L-03962-25,True,False,False
C3L-03962-21,True,False,False
C3L-03962-22,True,False,False
C3L-03963-25,True,False,False
C3L-04861-24,True,False,False
C3L-04861-23,True,False,False
C3L-04861-21,True,False,False
C3L-03963-21,True,False,False
C3L-03963-23,True,False,False
C3L-03965-25,True,False,False
C3L-03963-24,True,False,False
C3L-03965-22,True,False,False
C3L-03965-21,True,False,False
C3L-03965-23,True,False,False
C3L-03965-24,True,False,False
C3L-03982-23,True,False,False
C3L-03982-24,True,False,False
C3L-04728-21,True,False,False
C3L-05145-24,True,False,False
C3L-05145-25,True,False,False
C3L-04391-23,True,False,False
C3L-05145-21,True,False,False
C3L-05020-24,True,False,False
C3L-04013-22,True,False,False
C3L-04410-22,True,False,False
C3L-04013-24,True,False,False
C3L-04013-25,True,False,False
C3L-05145-23,True,False,False
C3L-04013-21,True,False,False
C3L-04013-23,True,False,False
C3L-04014-25,True,False,False
C3L-04014-24,True,False,False
C3L-04014-22,True,False,False
C3L-04014-21,True,False,False
C3L-04014-23,True,False,False
C3L-04334-23,True,False,False
C3L-04856-21,True,False,False
C3L-04334-22,True,False,False
C3L-04334-21,True,False,False
C3L-04334-24,True,False,False
C3L-04856-23,True,False,False
C3L-04854-25,True,False,False
C3L-05420-23,True,False,False
C3L-04808-21,True,False,False
C3L-04334-25,True,False,False
C3L-04808-22,True,False,False
C3L-05172-22,True,False,False
C3L-04410-21,True,False,False
C3N-01846-23,True,False,False
C3L-04409-23,True,False,False
C3N-01846-21,True,False,False
C3N-01846-22,True,False,False
C3L-04071-21,True,False,False
C3L-04409-21,True,False,False
C3L-04410-23,True,False,False
C3L-04071-23,True,False,False
C3L-04408-21,True,False,False
C3L-05150-22,True,False,False
C3L-05150-21,True,False,False
C3L-05150-25,True,False,False
C3N-00309-21,True,False,False
C3N-01893-22,True,False,False
C3L-05148-21,True,False,False
C3L-05148-24,True,False,False
C3L-05148-25,True,False,False
C3L-05148-22,True,False,False
C3N-01892-28,True,False,False
C3L-05150-23,True,False,False
C3L-05148-23,True,False,False
C3L-05150-24,True,False,False
C3N-01892-29,True,False,False
C3L-03381-23,True,False,False
C3N-00220-23,True,False,False
C3N-00220-24,True,False,False
C3N-00209-23,True,False,False
C3N-00209-22,True,False,False
C3N-00209-21,True,False,False
C3N-00209-24,True,False,False
C3N-00327-21,True,False,False
C3N-00327-25,True,False,False
C3N-00327-24,True,False,False
C3N-00327-23,True,False,False
C3N-00376-23,True,False,False
C3N-00376-24,True,False,False
C3N-00376-21,True,False,False
C3N-00376-22,True,False,False
C3N-00378-23,True,False,False
C3N-00378-22,True,False,False
C3N-00378-21,True,False,False
C3L-06110-21,True,False,False
C3L-06113-21,True,False,False
C3L-05781-23,True,False,False
C3L-05781-24,True,False,False
C3L-05781-21,True,False,False
C3L-05781-22,True,False,False
C3L-05527-21,True,False,False
C3L-05554-22,True,False,False
C3L-05554-21,True,False,False
C3L-05302-23,True,False,False
C3L-05302-24,True,False,False
C3L-05302-21,True,False,False
C3L-05299-23,True,False,False
C3L-05302-25,True,False,False
C3L-05299-22,True,False,False
C3L-05262-24,True,False,False
C3L-05299-24,True,False,False
C3L-05299-21,True,False,False
C3L-05299-25,True,False,False
C3L-05262-23,True,False,False
C3L-05262-21,True,False,False
C3L-05262-22,True,False,False
C3L-05262-25,True,False,False
C3L-05175-23,True,False,False
C3L-05229-22,True,False,False
C3L-05229-21,True,False,False
C3L-05229-23,True,False,False
C3L-05175-22,True,False,False
C3L-05175-21,True,False,False
C3L-04787-22,True,False,False
C3L-04787-21,True,False,False
C3L-04787-23,True,False,False
C3L-04787-24,True,False,False
C3L-04739-23,True,False,False
C3L-04739-22,True,False,False
C3L-04760-22,True,False,False
C3L-04760-21,True,False,False
C3L-04760-24,True,False,False
C3L-04739-24,True,False,False
C3L-04739-21,True,False,False
C3L-04733-24,True,False,False
C3L-04739-25,True,False,False
C3L-04733-23,True,False,False
C3L-04733-22,True,False,False
C3L-04733-21,True,False,False
C3L-04732-22,True,False,False
C3L-04732-21,True,False,False
C3L-04732-23,True,False,False
C3L-04331-22,True,False,False
C3L-04331-25,True,False,False
C3L-04331-21,True,False,False
C3L-04331-24,True,False,False
C3L-04212-23,True,False,False
C3L-04212-22,True,False,False
C3L-04207-21,True,False,False
C3L-04212-24,True,False,False
C3L-04212-25,True,False,False
C3L-04011-21,True,False,False
C3L-04011-24,True,False,False
C3L-04011-25,True,False,False
C3L-04011-23,True,False,False
C3L-03382-21,True,False,False
C3L-03381-24,True,False,False
C3N-00220-21,True,False,False
C3L-03364-22,True,False,False
C3L-03377-22,True,False,False
C3L-03377-21,True,False,False
C3L-03374-23,True,False,False
C3L-03374-21,True,False,False
C3L-03367-21,True,False,False
C3L-03362-25,True,False,False
C3L-03362-24,True,False,False
C3L-02647-23,True,False,False
C3L-02647-24,True,False,False
C3L-02647-21,True,False,False
C3L-02647-25,True,False,False
C3L-02622-22,True,False,False
C3L-02622-23,True,False,False
C3L-02622-25,True,False,False
C3L-02622-24,True,False,False
C3L-02615-25,True,False,False
C3L-02615-21,True,False,False
C3L-02615-22,True,False,False
C3L-02615-23,True,False,False
C3L-02615-24,True,False,False
C3N-00874-25,True,False,False
C3L-02102-21,True,False,False
C3L-02102-22,True,False,False
C3L-02102-23,True,False,False
C3L-02102-27,True,False,False
C3L-02102-28,True,False,False
C3L-00275-21,True,False,False
C3L-00275-22,True,False,False
C3N-04142-22,True,False,False
C3N-03097-22,True,False,False
C3N-03097-25,True,False,False
C3N-03097-24,True,False,False
C3N-03097-23,True,False,False
C3L-01063-23,True,False,False
C3L-00989-23,True,False,False
C3L-00989-22,True,False,False
C3L-00989-24,True,False,False
C3L-00989-21,True,False,False
C3L-00967-23,True,False,False
C3L-00967-21,True,False,False
C3L-00967-22,True,False,False
C3L-00967-24,True,False,False
C3N-04142-23,True,False,False
C3N-03223-23,True,False,False
C3N-03220-23,True,False,False
C3N-03223-21,True,False,False
C3N-01481-21,True,False,False
C3N-01481-23,True,False,False
C3N-01492-21,True,False,False
C3N-01492-22,True,False,False
C3N-01492-24,True,False,False
C3N-03223-22,True,False,False
C3N-03220-21,True,False,False
C3N-01493-24,True,False,False
C3N-01493-21,True,False,False
C3N-01493-22,True,False,False
C3N-01494-24,True,False,False
C3N-01494-22,True,False,False
C3N-01494-23,True,False,False
C3N-03228-23,True,False,False
C3N-03228-21,True,False,False
C3N-01495-21,True,False,False
C3N-01495-22,True,False,False
C3N-01494-21,True,False,False
C3N-01495-23,True,False,False
C3N-01495-24,True,False,False
C3N-01530-23,True,False,False
C3N-01530-22,True,False,False
C3N-01530-21,True,False,False
C3N-01533-22,True,False,False
C3N-03229-21,True,False,False
C3N-03229-23,True,False,False
C3N-03229-22,True,False,False
C3L-00629-24,True,False,False
C3N-03234-23,True,False,False
C3N-03234-21,True,False,False
C3L-00629-23,True,False,False
C3N-03235-23,True,False,False
C3L-00629-22,True,False,False
C3N-01824-23,True,False,False
C3N-00220-22,True,False,False
C3N-01824-22,True,False,False
C3L-00629-21,True,False,False
C3N-01841-21,True,False,False
C3N-03235-21,True,False,False
C3N-03239-23,True,False,False
C3N-01841-22,True,False,False
C3N-01841-23,True,False,False
C3N-01844-22,True,False,False
C3N-01844-23,True,False,False
C3N-01844-21,True,False,False
C3N-01845-25,True,False,False
C3N-01845-21,True,False,False
C3L-00275-23,True,False,False
C3N-01845-24,True,False,False
C3N-01845-23,True,False,False
C3N-03239-21,True,False,False
C3N-03235-22,True,False,False
C3N-03234-22,True,False,False
C3N-03239-22,True,False,False
C3N-03460-23,True,False,False
C3N-02026-23,True,False,False
C3N-02026-21,True,False,False
C3N-02026-22,True,False,False
C3N-03460-22,True,False,False
C3N-02033-23,True,False,False
C3N-02033-22,True,False,False
C3N-02033-21,True,False,False
C3N-02035-22,True,False,False
C3N-02035-23,True,False,False
C3N-02040-23,True,False,False
C3N-02035-21,True,False,False
C3N-02040-21,True,False,False
C3N-02040-22,True,False,False
C3N-03614-22,True,False,False
C3N-03614-23,True,False,False
C3N-03614-21,True,False,False
C3N-03617-23,True,False,False
C3N-03617-21,True,False,False
C3N-03617-22,True,False,False
C3N-04156-23,True,False,False
C3N-04293-22,True,False,False
C3N-04294-21,True,False,False
C3N-04156-21,True,False,False
C3N-02270-22,True,False,False
C3N-05624-23,True,False,False
C3N-02324-23,True,False,False
C3N-02324-21,True,False,False
C3N-02327-21,True,False,False
C3N-02324-22,True,False,False
C3N-02327-23,True,False,False
C3N-02327-22,True,False,False
C3N-02330-23,True,False,False
C3N-02335-22,True,False,False
C3N-02335-23,True,False,False
C3N-02335-21,True,False,False
C3N-02373-23,True,False,False
C3N-02373-21,True,False,False
C3N-02633-22,True,False,False
C3N-02633-21,True,False,False
C3N-05623-21,True,False,False
C3N-04156-22,True,False,False
C3N-02679-21,True,False,False
C3N-02679-22,True,False,False
C3N-03885-23,True,False,False
C3N-03885-21,True,False,False
C3N-00434-23,True,False,False
C3N-03885-22,True,False,False
C3N-00434-21,True,False,False
C3N-00432-21,True,False,False
C3N-00384-21,True,False,False
C3N-00434-22,True,False,False
C3N-00432-22,True,False,False
C3N-00385-25,True,False,False
C3N-00432-23,True,False,False
C3N-00385-21,True,False,False
C3N-00385-24,True,False,False
C3N-00385-23,True,False,False
C3N-00384-22,True,False,False
C3N-00384-23,True,False,False
C3N-00179-21,True,False,False
C3N-00179-22,True,False,False
C3N-00179-24,True,False,False
C3N-03913-23,True,False,False
C3N-03913-21,True,False,False
C3N-03913-22,True,False,False
C3N-03916-23,True,False,False
C3N-03916-22,True,False,False
C3N-03918-23,True,False,False
C3N-03029-21,True,False,False
C3N-03916-21,True,False,False
C3N-03918-22,True,False,False
C3N-01824-21,True,False,False
C3L-05517-21,True,False,False
C3N-00312-24,True,False,False
C3N-00312-21,True,False,False
C3N-00310-21,True,False,False
C3N-00310-22,True,False,False
C3N-00310-24,True,False,False
C3N-00312-22,True,False,False
C3N-00310-23,True,False,False
C3N-00305-21,True,False,False
C3N-00305-22,True,False,False
C3N-00313-22,True,False,False
C3N-00313-23,True,False,False
C3N-00314-21,True,False,False
C3N-00313-24,True,False,False
C3N-00313-21,True,False,False
C3N-00314-24,True,False,False
C3N-00314-22,True,False,False
C3N-00314-23,True,False,False
C3N-00315-21,True,False,False
C3N-00315-24,True,False,False
C3N-00315-23,True,False,False
C3N-00317-22,True,False,False
C3N-00317-21,True,False,False
C3N-00244-22,True,False,False
C3N-00242-21,True,False,False
C3N-00317-24,True,False,False
C3N-00317-23,True,False,False
C3N-00320-22,True,False,False
C3N-00320-24,True,False,False
C3N-00320-23,True,False,False
C3N-00320-21,True,False,False
C3N-00194-22,True,False,False
C3N-00194-23,True,False,False
C3N-00194-21,True,False,False
C3N-00194-24,True,False,False
C3N-00177-23,True,False,False
C3N-00177-21,True,False,False
C3N-00168-24,True,False,False
C3N-00168-23,True,False,False
C3N-00168-21,True,False,False
C3N-00168-22,True,False,False
C3N-00154-23,True,False,False
C3N-00154-21,True,False,False
C3N-00154-24,True,False,False
C3N-00150-22,True,False,False
C3N-00150-21,True,False,False
C3N-00150-23,True,False,False
C3N-00149-24,True,False,False
C3N-00149-23,True,False,False
C3N-00149-22,True,False,False
C3N-00149-21,True,False,False
C3N-00148-22,True,False,False
C3N-00148-21,True,False,False
C3N-00148-24,True,False,False
C3L-01676-22,True,False,False
C3L-01676-21,True,False,False
C3N-00380-24,True,False,False
C3N-00380-25,True,False,False
C3N-00380-23,True,False,False
C3N-00380-21,True,False,False
C3N-00380-22,True,False,False
C3N-00390-24,True,False,False
C3L-01676-24,True,False,False
C3N-00390-22,True,False,False
C3L-01676-25,True,False,False
C3L-01665-23,True,False,False
C3L-01665-21,True,False,False
C3L-01470-21,True,False,False
C3L-00815-21,True,False,False
C3L-01465-21,True,False,False
C3L-00165-23,True,False,False
C3N-00435-23,True,False,False
C3N-00435-25,True,False,False
C3N-00390-23,True,False,False
C3L-01464-21,True,False,False
C3L-01462-21,True,False,False
C3N-00390-21,True,False,False
C3N-00437-23,True,False,False
C3N-00437-21,True,False,False
C3N-00491-25,True,False,False
C3N-00492-23,True,False,False
C3N-00492-24,True,False,False
C3N-00492-22,True,False,False
C3N-00494-24,True,False,False
C3N-00494-22,True,False,False
C3N-00494-23,True,False,False
C3N-00494-21,True,False,False
C3N-00495-22,True,False,False
C3N-00495-21,True,False,False
C3L-01459-21,True,False,False
C3N-00573-21,True,False,False
C3N-00573-23,True,False,False
C3N-00573-24,True,False,False
C3N-00577-22,True,False,False
C3N-00577-23,True,False,False
C3N-00577-21,True,False,False
C3N-00577-24,True,False,False
C3N-00646-22,True,False,False
C3N-00646-24,True,False,False
C3N-00646-21,True,False,False
C3N-00646-23,True,False,False
C3N-00733-23,True,False,False
C3N-00733-21,True,False,False
C3N-00733-22,True,False,False
C3N-00831-22,True,False,False
C3N-00832-21,True,False,False
C3N-00831-21,True,False,False
C3N-00852-23,True,False,False
C3N-00852-22,True,False,False
C3N-00852-21,True,False,False
C3N-00953-21,True,False,False
C3N-00953-23,True,False,False
C3L-01885-23,True,False,False
C3L-01885-21,True,False,False
C3L-01885-22,True,False,False
C3L-01882-21,True,False,False
C3L-01861-23,True,False,False
C3L-01861-22,True,False,False
C3L-01861-21,True,False,False
C3L-01836-23,True,False,False
C3L-01836-21,True,False,False
C3L-01836-22,True,False,False
C3L-00165-25,True,False,False
C3L-01607-23,True,False,False
C3L-01607-21,True,False,False
C3L-01603-23,True,False,False
C3L-01603-22,True,False,False
C3L-01603-21,True,False,False
C3L-01560-21,True,False,False
C3L-01557-21,True,False,False
C3L-01553-21,True,False,False
C3L-01279-23,True,False,False
C3L-01279-22,True,False,False
C3L-01352-22,True,False,False
C3L-01352-21,True,False,False
C3L-01313-23,True,False,False
C3N-01175-21,True,False,False
C3N-01179-22,True,False,False
C3N-01176-21,True,False,False
C3N-01178-22,True,False,False
C3N-01179-21,True,False,False
C3N-01180-22,True,False,False
C3L-01288-22,True,False,False
C3L-01288-23,True,False,False
C3L-01287-23,True,False,False
C3L-01287-22,True,False,False
C3L-01286-22,True,False,False
C3L-01286-23,True,False,False
C3L-01286-21,True,False,False
C3L-01283-21,True,False,False
C3L-01281-21,True,False,False
C3L-01281-23,True,False,False
C3N-01200-23,True,False,False
C3N-01200-22,True,False,False
C3N-01200-24,True,False,False
C3N-01200-21,True,False,False
C3N-01213-23,True,False,False
C3N-01213-21,True,False,False
C3N-01214-21,True,False,False
C3N-01214-22,True,False,False
C3N-01214-23,True,False,False
C3L-01279-21,True,False,False
C3N-01220-23,True,False,False
C3N-01220-21,True,False,False
C3N-01220-22,True,False,False
C3N-01261-21,True,False,False
C3N-01261-22,True,False,False
C3N-01261-23,True,False,False
C3N-01361-21,True,False,False
C3L-00917-21,True,False,False
C3L-00917-23,True,False,False
C3L-00910-21,True,False,False
C3L-00910-22,True,False,False
C3L-00908-21,True,False,False
C3L-00908-23,True,False,False
C3L-00907-21,True,False,False
C3L-00907-23,True,False,False
C3L-00902-21,True,False,False
C3L-00902-22,True,False,False
C3L-00814-21,True,False,False
C3L-00813-21,True,False,False
C3L-00812-21,True,False,False
C3L-00800-21,True,False,False
C3L-00796-21,True,False,False
C3L-00792-21,True,False,False
C3L-00790-21,True,False,False
C3L-00766-21,True,False,False
C3L-00765-21,True,False,False
C3L-00606-21,True,False,False
C3L-00607-21,True,False,False
C3L-00606-23,True,False,False
C3N-01522-23,True,False,False
C3N-01522-22,True,False,False
C3N-01524-21,True,False,False
C3N-01524-22,True,False,False
C3L-00583-21,True,False,False
C3L-00583-23,True,False,False
C3L-00581-21,True,False,False
C3L-00581-22,True,False,False
C3L-00581-23,True,False,False
C3N-01524-23,True,False,False
C3L-00561-22,True,False,False
C3L-00561-21,True,False,False
C3L-00448-21,True,False,False
C3L-00447-21,True,False,False
C3L-00447-23,True,False,False
C3L-00447-22,True,False,False
C3L-00418-21,True,False,False
C3L-00418-22,True,False,False
C3L-00418-23,True,False,False
C3L-00416-22,True,False,False
C3L-00369-23,True,False,False
C3L-00369-22,True,False,False
C3L-00369-21,True,False,False
C3N-01646-21,True,False,False
C3L-00360-21,True,False,False
C3L-00360-22,True,False,False
C3L-00359-22,True,False,False
C3L-00359-23,True,False,False
C3L-00359-21,True,False,False
C3N-01648-22,True,False,False
C3N-01649-21,True,False,False
C3N-01651-21,True,False,False
C3N-01649-22,True,False,False
C3N-01651-25,True,False,False
C3N-01808-22,True,False,False
C3N-01808-21,True,False,False
C3N-01808-23,True,False,False
C3L-00103-21,True,False,False
C3L-00103-23,True,False,False
C3L-00103-22,True,False,False
C3L-00097-21,True,False,False
C3L-00096-21,True,False,False
C3L-00088-22,True,False,False
C3L-00088-21,True,False,False
C3L-00079-21,True,False,False
C3L-00026-21,True,False,False
C3L-00011-21,True,False,False
C3L-00010-21,True,False,False
C3L-00004-21,True,False,False
C3N-03020-22,True,False,False
C3N-03019-22,True,False,False
C3N-03018-22,True,False,False
C3N-02945-23,True,False,False
C3N-02945-22,True,False,False
C3N-02945-21,True,False,False
C3N-02811-22,True,False,False
C3N-02811-21,True,False,False
C3N-02811-23,True,False,False
C3N-02763-21,True,False,False
C3N-02763-22,True,False,False
C3N-02761-22,True,False,False
C3N-02761-21,True,False,False
C3N-02726-23,True,False,False
C3N-02726-22,True,False,False
C3N-02723-22,True,False,False
C3N-02723-23,True,False,False
C3N-02723-21,True,False,False
C3N-02577-22,True,False,False
C3N-02577-21,True,False,False
C3N-02439-22,True,False,False
C3N-02439-21,True,False,False
C3N-02431-22,True,False,False
C3N-02431-23,True,False,False
C3N-02429-22,True,False,False
C3N-02429-21,True,False,False
C3N-02338-21,True,False,False
C3N-02338-23,True,False,False
C3N-02332-21,True,False,False
C3N-02332-22,True,False,False
C3N-02332-23,True,False,False
C3N-02265-21,True,False,False
C3N-02263-21,True,False,False
C3N-02264-21,True,False,False
C3N-02264-22,True,False,False
C3N-02262-22,True,False,False
C3N-02262-21,True,False,False
C3N-02248-22,True,False,False
C3N-02248-21,True,False,False
C3N-02248-23,True,False,False
C3N-02224-22,True,False,False
C3N-02224-21,True,False,False
C3N-02224-23,True,False,False
C3N-02224-24,True,False,False
C3N-02160-21,True,False,False
C3N-02160-23,True,False,False
C3N-02160-24,True,False,False
C3N-02084-21,True,False,False
C3N-02085-21,True,False,False
C3N-02085-22,True,False,False
C3N-02084-22,True,False,False
C3N-02070-21,True,False,False
C3N-02070-22,True,False,False
C3N-02068-21,True,False,False
C3N-02068-22,True,False,False
C3N-02063-21,True,False,False
C3N-02063-23,True,False,False
C3N-02066-21,True,False,False
C3N-02066-22,True,False,False
C3N-02063-22,True,False,False
C3N-02015-22,True,False,False
C3N-02015-21,True,False,False
C3N-02015-23,True,False,False
C3N-02005-22,True,False,False
C3N-02005-21,True,False,False
C3N-01989-21,True,False,False
C3N-01989-22,True,False,False
C3N-01902-22,True,False,False
C3N-01905-21,True,False,False
C3N-01828-21,True,False,False
C3N-01828-22,True,False,False
C3N-01828-23,True,False,False
C3N-01806-22,True,False,False
C3N-01806-23,True,False,False
C3N-01656-22,True,False,False
C3N-01657-23,True,False,False
C3N-01657-21,True,False,False
C3N-01656-21,True,False,False
C3N-01536-21,True,False,False
C3N-01536-23,True,False,False
C3N-01536-22,True,False,False
C3N-01091-22,True,False,False
C3N-01090-22,True,False,False
C3N-01090-21,True,False,False
C3N-01091-24,True,False,False
C3N-01090-24,True,False,False
C3N-01090-23,True,False,False
C3N-01088-23,True,False,False
C3N-01088-24,True,False,False
C3N-01088-22,True,False,False
C3N-01088-21,True,False,False
C3N-01086-22,True,False,False
C3N-01086-21,True,False,False
C3N-01086-24,True,False,False
C3N-01085-24,True,False,False
C3N-01085-21,True,False,False
C3N-01083-21,True,False,False
C3N-01085-23,True,False,False
C3N-01083-24,True,False,False
C3N-01082-24,True,False,False
C3N-01082-23,True,False,False
C3N-01082-21,True,False,False
C3N-01081-22,True,False,False
C3N-01081-24,True,False,False
C3N-00312-23,True,False,False
C3N-01080-23,True,False,False
C3N-01080-22,True,False,False
C3N-01080-24,True,False,False
C3N-01078-22,True,False,False
C3N-01078-21,True,False,False
C3N-01078-23,True,False,False
C3N-01077-24,True,False,False
C3N-01077-21,True,False,False
C3N-01077-23,True,False,False
C3N-00647-21,True,False,False
C3N-00721-21,True,False,False
C3N-00647-22,True,False,False
C3N-00647-23,True,False,False
C3N-00647-24,True,False,False
C3L-00789-21,True,False,False
C3L-00165-21,True,False,False
C3L-01107-21,True,False,False
C3L-01107-22,True,False,False
C3L-01106-21,True,False,False
C3L-01102-23,True,False,False
C3L-01106-22,True,False,False
C3L-01102-21,True,False,False
C3L-01034-23,True,False,False
C3L-01034-22,True,False,False
C3L-01033-22,True,False,False
C3L-01033-23,True,False,False
C3L-00982-23,True,False,False
C3L-00976-23,True,False,False
C3L-00991-24,True,False,False
C3L-00991-22,True,False,False
C3L-00980-22,True,False,False
C3L-00982-22,True,False,False
C3N-02338-22,True,False,False
C3L-00982-24,True,False,False
C3L-00981-21,True,False,False
C3L-00976-22,True,False,False
C3L-00970-25,True,False,False
C3L-00970-23,True,False,False
C3L-00976-24,True,False,False
C3L-00968-25,True,False,False
C3L-00970-24,True,False,False
C3L-00969-24,True,False,False
C3L-00970-21,True,False,False
C3L-00970-22,True,False,False
C3L-00968-21,True,False,False
C3L-00969-22,True,False,False
